1. Ya rompe el alba
2. El Espíritu de Dios
3. Ya regocijemos
4. Bandera de Sión
5. Oh Dios de Israel
6. Israel, Jesús os llama
7. Id, vosotros mensajeros
8. ¿Qué es lo que vieron en las alturas?
9. Un ángel del Señor
10. Te damos, Señor, nuestras gracias
11. Dios manda a profetas
12. Pedimos hoy por ti
13. Bendice, Dios, a nuestro Profeta
14. La oración del Profeta
15. Loor al Profeta
16. Un pobre forastero
17. ¡Oh, está todo bien!
18. Oh Sión, santuario de libertad
19. Por Tus dones loor cantamos
20. Gozoso día llega ya
21. ¡Salve, Sión! Es tu día ilustre
22. En las cumbres de los montes
23. Bella Sión
24. El alba ya rompe
25. Jehová aparece en Su gloria
26. Hijos del Señor, venid
27. Oh Rey de reyes, ven
28. Himno de batalla de la República
29. Ven, oh día prometido
30. A Cristo Rey Jesús
31. Oh, creaciones del Señor
32. Baluarte firme es nuestro Dios
33. Honor, loor y gloria
34. Oh, Santo Dios, omnipotente ser
35. Haznos pensar en Ti, Señor
36. Padre bendito, venimos a Ti
37. Glorias cantad a Dios
38. Santos, avanzad
39. Jehová, sé nuestro guía
40. Qué firmes cimientos
41. ¡Grande eres Tú!
42. Jesús es mi luz
43. Por la belleza terrenal
44. El sublime Creador
45. Oración de gratitud
46. Elevemos nuestros himnos
47. Caros niños, Dios os ama
48. Divina Luz
49. Señor, te necesito
50. Más cerca, Dios, de ti
51. Guíame, oh Salvador
52. Guíame a Ti
53. ¡Oh Jesús, mi gran amor!
54. Paz, cálmense
55. Dios da valor
56. Jehová mi Pastor es
57. El amor del Salvador
58. Roca de eternidad
59. Mirad al Salvador
60. Venid a Cristo
61. Venid a Mí
62. No desmayéis, oh santos
63. Aunque colmados de pesar
64. Venid, los que a Dios amáis
65. ¿Sin contestar?
66. Cuán dulce la ley de Dios
67. Si la vía es penosa
68. La fe
69. ¿Dónde hallo el solaz?
70. Sé humilde
71. Más santidad dame
72. Creo en Cristo
73. Yo sé que vive mi Señor
74. Vive mi Señor
75. Testimonio
76. Tan sólo con pensar en Ti
77. Deja que el Espíritu te enseñe
78. Oh dulce, grata oración
79. La oración del alma es
80. Secreta oración
81. ¿Pensaste orar?
82. Padre en los cielos
83. Entonad sagrado son
84. Dulce Tu obra es, Señor
85. El día santo del Señor
86. Nuestro bondadoso Padre
87. Cual rocío, que destila
88. Placentero nos es trabajar
89. Para siempre Dios esté con Vos
90. Padre, antes de partir
91. Al partir cantemos
92. Hemos sentido Tu amor
93. A Ti, Señor
94. Ya termina el día
95. El fuego del Espíritu
96. El ocaso viene ya
97. Ante Ti, Señor, Tu grey
98. Conmigo quédate, Señor
99. Acompáñame
100. Dios, bendícenos
101. Dios, escúchanos orar
102. Hoy con humildad te pido
103. La Santa Cena
104. Oh Dios, Eterno Padre
105. Jesús de Nazaret
106. Cuán grato es cantar loor
107. Pedimos Tu Espíritu
108. Mansos, reverentes hoy
109. Cantemos todos a Jesús
110. En memoria de Tu muerte
111. En el Calvario, en la cruz
112. El Padre tanto nos amó
113. Ya nos juntamos otra vez
114. Cristo, el Redentor, murió
115. Nos reunimos, Padre, hoy
116. Jesús, en la corte celestial
117. ¡Murió! El Redentor murió
118. Asombro me da
119. En un lejano cerro fue
